slug,total_downloads,rating_user,num_reviewers,plugin_age_since_release,last_update_year,freq_update_per_year,wp_requires,wp_tested,support_response_rate,open_issues,num_files,num_php_files,loc,plugin_size_kb,vulnerable
apoyl-grabweixin,4874,0,0,3,1,1,6,6.8.3,0,0,20,12,525,32.77,0
popup-box,80766,100,11,6,1,1,5.5,6.9.1,0,0,141,67,4751,2342.16,1
wp-stateless,450411,78,51,9,1,1,5,6.9.1,0,3,2380,1835,261645,18928.25,1
formlift,36771,92,12,9,1,1,4.9,6.7.4,0,0,76,44,7307,725.16,1
nicejob,15741,60,2,8,1,1,3.0.1,6.9.1,0,0,19,1,621,1916.22,1
private-buddypress,31452,100,2,15,15,0.067,False,False,0,0,8,1,168,39.05,0
simple-website-logo,7128,100,2,11,1,1,6,6.7.4,0,0,3,1,106,7.58,1
x-addons-elementor,8988,0,0,1,1,1,5.8,6.8.3,0,0,40,25,10342,715.24,1
antibot-captcha,8442,0,0,15,15,0.067,2.8.4,3.0.5,0,0,4,1,169,46.81,0
tracking-code-manager,2539237,82,58,10,1,1,3.6.0,6.8.3,0,0,569,29,7325,11218.3,1
wp-oniad,3009,0,0,8,6,0.167,4.6,5.3.20,0,0,5,1,170,95.72,0
ays-facebook-popup-likebox,30898,100,4,9,1,1,4,6.9.1,0,0,60,17,4221,1561.57,1
if-so,293662,94,92,8,1,1,4.0.1,6.9.1,0,0,394,199,24486,5303.81,1
blueimp-lightbox,23175,88,16,12,11,0.091,3.6.1,4.0.0,0,0,30,2,237,399.44,0
youtube-with-fancy-zoom,45126,0,0,16,3,0.333,3.4,6.1.9,0,0,17,5,815,186.56,0
hide-update-wp-message,2062,0,0,9,2,0.5,3.5.0,6.3.7,0,0,2,1,14,1.32,0
classic-addons-wpbakery-page-builder-addons,28925,100,1,4,1,1,3.5,6.9.1,0,0,144,72,5738,1047.71,1
video-slider-with-thumbnails,20784,100,2,8,1,1,3,6.9.1,0,0,52,2,3059,822.4,1
editor-blocks-border,2106,100,2,4,4,0.25,5,5.8.12,0,0,6,3,143,25.47,0
idx-broker-platinum,393151,62,34,13,1,1,5.3,6.9.1,0,0,1541,1247,92563,12683.25,1
social-icons,338652,90,15,10,5,0.2,4.7,5.6.16,0,0,55,22,3712,1087.52,0
yotuwp-easy-youtube-embed,371004,94,320,8,1,1,4.5,6.2.8,0,0,40,9,2614,593.53,1
disable-email-notifications-for-new-user-registration,2316,0,0,10,10,0.1,1,4.2.39,0,0,2,1,43,2.98,0
wp-foundation-shortcodes,6096,86,6,10,9,0.111,4,4.5.33,0,0,98,11,2287,1647.2,0
kivicare-clinic-management-system,113865,70,22,5,1,1,3.0.1,6.9.1,0,2,859,669,148361,22882.08,1
pago-redsys-tpv-grafreak,15813,100,8,9,1,1,5.4,6.7.4,0,1,30,16,1657,305.66,1
easy-svg,346673,100,7,8,1,1,6,6.9.1,0,0,64,24,3064,166.07,1
kubio,1607890,86,66,4,1,1,5.8,6.9.1,0,3,3954,1556,207758,36373.81,1
world-flag,5161,40,2,12,11,0.091,2.9.2,3.9.40,0,0,15,3,452,572.91,0
simple-subscriber-signup-widget,5409,80,2,11,11,0.091,3.0.1,3.7.41,0,0,5,1,159,26.86,0
integration-for-cardconnect-and-gravity-forms,3177,0,0,5,1,1,3.6,6.9.1,0,0,72,61,7749,420.46,0
sepordeh-woocommerce,1663,0,0,4,1,1,4.5,6.8.3,0,0,9,5,458,34.5,0
api-info-themes-plugins-wp-org,1803,100,1,7,1,1,6,6.5.7,0,0,5,3,8887,392.46,1
departamentos-y-ciudades-de-colombia-para-contact-form-7,1826,0,0,3,1,1,6.6,6.7.4,0,0,7,5,118,39.43,0
column-shortcodes,893069,96,134,13,3,0.333,4.8,6.0.11,0,0,35,1,551,107.41,0
simple-301-redirects,2987607,76,162,16,1,1,5.3,6.9.1,1,0,34,19,2212,662.74,1
alert-box-block,10387,100,1,4,1,1,6.5,6.9.1,0,0,41,19,1212,5428.68,1
per-page-sidebars,67706,84,10,15,7,0.143,3.1,4.9.28,0,0,12,1,193,1100.34,0
easy-notification-bar,131277,92,16,6,1,1,6.3,6.8.3,0,0,8,2,1133,79.04,0
fluent-community,97764,96,77,1,1,1,6,6.9.1,1,0,639,535,113217,18725.01,1
home-categories,9179,90,6,12,12,0.083,3.3,3.5.2,0,0,8,3,232,14.24,0
portfolio-post-type,877972,94,14,14,5,0.2,3.8,5.5.17,0,0,18,12,1249,74.22,0
cf7-thank-you-page,2009,0,0,4,1,1,6,6.9.1,0,0,11,6,714,120.73,0
mailup-auto-subscribtion,3934,100,1,10,1,1,4,6.8.3,0,0,19,3,240,145.25,1
embed-youtube-videos-in-wordpress-plugin,9104,0,0,16,16,0.062,2.5,2.8.4,0,0,2,1,222,12.09,0
auto-hide-admin-bar,130876,96,32,15,1,1,3.1,6.9.1,0,0,27,9,1010,10850.76,1
wpx-google-analytics,6561,0,0,13,13,0.077,3.0.1,3.5.2,0,0,8,1,235,113.01,0
woocommerce-legacy-rest-api,2292185,30,27,2,1,1,6.2,False,0,0,46,43,19929,747.23,0
tiny-grid,5963,96,4,10,10,0.1,3.0.1,3.4.2,0,0,14,1,119,234.04,0
wp-scanner,10272,100,2,9,9,0.111,3.5,4.5.33,0,0,14,11,838,27.14,0
scroll-top,182503,90,13,12,2,0.5,5.6,6.4.7,0,0,126,45,8141,427.92,1
multidomain-redirect,3284,100,3,13,13,0.077,2.0.2,3.4.2,0,0,2,1,35,2.48,0
rover-idx,27899,96,24,9,1,1,6.5,6.9.1,0,0,117,43,9342,2060.7,1
wiki-embed,15825,76,8,15,1,1,3,3.3.2,0,0,53,10,2348,577.02,1
envo-companion,6555,0,0,2,1,1,4,6.6.4,0,0,45,14,1003,3189.64,0
advanced-post-block,516613,84,17,4,1,1,6.5,6.9.1,0,0,43,20,1254,1984.31,1
order-hours-scheduler-for-woocommerce,83902,56,30,7,1,1,3,6.8.3,0,0,91,44,4379,11007.46,1
wp-customizer,4421,100,2,12,8,0.125,4.8,4.8.27,0,0,34,9,1640,1132.31,0
product-page-shipping-calculator-for-woocommerce,135167,98,76,5,1,1,3.0.1,6.9.1,0,0,71,42,3384,1651.07,1
custom-recovery-mode-email,2427,100,1,6,1,1,6,6.8.3,0,0,8,6,296,17.84,0
comment-timeout,16715,80,1,19,12,0.083,2.8,3.2.1,0,0,10,7,1040,40.58,0
modify-profile-fields-dashboard-menu-buttons,4497,100,4,5,1,1,6,6.5.7,0,0,4,3,8961,394.28,1
smartlink-dinamic-urls,4301,100,2,7,1,1,6.5,6.8.3,0,0,17,8,479,84.33,1
premmerce-redirect-manager,15678,100,2,8,1,1,4.8,6.9.1,0,0,222,168,52900,3379.74,1
show-current-template,1246570,100,71,12,1,1,5.9,6.9.1,0,0,11,1,192,18.32,0
get-page-ids,16020,100,7,13,8,0.125,3,4.9.28,0,0,3,1,86,44.11,0
stratum,498986,90,12,6,1,1,5,6.9.1,0,0,162,69,24449,1806.75,1
disqus-recent-comments-widget-advanced,5600,100,3,11,11,0.091,3,3.9.40,0,0,4,1,211,10.46,0
ra-new-post-auto-set-status-private,2071,0,0,11,10,0.1,4,4.2.39,0,0,4,1,34,4.72,0
dx-share-selection,2630,0,0,12,3,0.333,4.9,6.0.11,0,0,31,9,949,237.22,1
japan-tenki,3662,0,0,14,14,0.071,2.9.2,3.2.1,0,0,7,1,1490,140.95,0
userfeedback-lite,4026528,96,293,3,1,1,5.9.0,6.9.0,0,0,2371,185,36310,10387.09,1
development-theme,5322,64,5,13,12,0.083,3,3.7.41,0,0,4,1,181,80.87,0
facebook-like-thumbnail,95531,84,5,15,6,0.167,3.1,5.2.23,0,0,5,3,225,16.31,0
automatic-updater,255030,94,61,13,4,0.25,3.7,5.0.24,0,0,20,2,671,216.96,0
wp-quiz-importer,14403,20,2,8,8,0.125,4,4.8.27,0,0,43,34,2259,168.4,0
mi-logo-slider,9536,80,6,9,8,0.125,4.4.0,4.9.28,0,0,39,18,2443,399.05,0
facetwp-manipulator,6100,100,1,9,9,0.111,3.6,4.7.31,0,0,116,37,4414,2729.07,0
android-50-lollipop-status-bar-customiser,34308,100,4,11,1,1,5,6.9.1,0,0,3,1,262,12.22,0
ilc-folding,3899,0,0,16,16,0.062,2.6,2.7,0,0,4,1,19,17.09,0
brave-popup-builder,545750,96,206,6,1,1,5.2,6.9.1,0,0,154,86,11395,5903.34,1
post-featured-tag-block-by-gutena,7289,0,0,3,1,1,5.8,6.9.1,0,0,15,4,266,31.05,0
back-in-stock-notifier-for-woocommerce,1010048,94,121,7,1,1,4.7,6.9.1,0.56,4,232,176,34766,2042.53,1
download-plugin,907078,88,21,10,1,1,4.8,6.8.3,0,1,75,24,2646,2207.06,1
insights,150050,96,5,17,11,0.091,2.3,4.2.39,0,0,25,3,392,338.62,0
gallery-images-ape,161864,82,106,9,4,0.25,3.3,5.8.12,0,0,364,129,9329,5568.32,1
custom-password-protected-text,5763,100,5,13,13,0.077,3,3.4.2,0,0,2,1,85,4.59,0
embed-privacy,530244,98,26,7,1,1,5.9,6.9.1,1,0,134,52,9365,556.25,1
glossary-by-codeat,261369,94,82,10,1,1,6.2,6.9.1,0,2,1385,764,112864,15329.17,1
wallets,89861,96,27,9,1,1,6,6.9.1,0,0,185,116,37796,2639.63,1
post6widgetarea,3421,100,1,12,12,0.083,3.4,3.5.2,0,0,12,3,706,158.14,0
class-widget-ats-text,4343,0,0,8,1,1,3,6.9.1,0,0,6,5,153,11.09,0
theme-per-user,8002,74,3,12,1,1,3.8.1,6.9.1,0,0,5,1,125,112.45,1
woo-store-vacation,380337,92,173,9,1,1,5.9,6.8.3,0.5,1,100,73,6529,403.34,0
wp-upload-size,62325,90,8,7,1,1,5.9,6.6.4,0,0,2,1,47,4.06,0
widget-dashboard-for-elementor,5724,0,0,2,2,0.5,4.7,6.3.7,0,0,6,2,250,11.4,0
awsa-shipping,8506,88,7,5,3,0.333,5.3.0,6.0.11,0,0,167,133,27688,955.71,1
hh-sortable,12817,100,4,12,4,0.25,5.7,5.9.12,0,0,3,2,88,5.91,0
easythumbnail-sizes,12928,100,1,11,9,0.111,3.8,4.7.31,0,0,8,3,215,17.9,0
kadence-woocommerce-email-designer,2140759,90,142,7,1,1,5.3,6.8.3,0.5,1,156,49,9873,5929.22,1
ci-image-widget,4457,100,1,9,2,0.5,4.4,6.4.7,0,0,11,1,177,127.45,0
document-gallery,320062,96,112,13,1,1,6.1,6.9.1,0,2,118,36,6588,2121.92,0
capturly-optimize-your-website,4955,100,1,9,1,1,3.0.1,6.8.3,0,0,15,4,318,175.96,1
wp-smart-contracts,56062,78,29,6,1,1,4.5,6.8.3,0,0,1627,201,33152,60457.03,1
surferseo,135747,94,10,3,1,1,6,6.9.1,0,0,95,51,9437,9326.64,1
aspiesoft-auto-embed,2539,0,0,5,2,0.5,3.0.1,6.0.11,0,0,20,8,971,143.51,0
riovizual,26724,86,13,2,1,1,6.4,6.9.1,0,0,81,46,2335,3457.82,1
aomailer,3132,100,2,6,3,0.333,4.9.9,6.0.11,0,0,66,18,4072,1862.75,0
wp-scss,476259,86,61,12,1,1,3.0.1,6.8.3,0,0,244,237,40379,1320.59,0
stream-to-slack,3168,100,2,10,10,0.1,4.3,4.3.34,0,0,3,2,99,4.6,0
cleanup-light,2125,100,2,2,1,1,4.9,6.7.4,0,0,996,616,116887,25273.85,1
cache-enabler,2604242,86,138,10,1,1,5.1,6.9.1,0,3,10,7,4409,212.32,0
simple-paypal-button-for-visual-composer,3010,100,1,9,9,0.111,4,4.5.33,0,0,7,2,332,35.52,0
wp-add-custom-css,987836,96,90,11,1,1,4,6.8.3,0,0,30,3,394,981.93,0
drag-and-drop-multiple-file-upload-for-woocommerce,78372,98,20,5,1,1,3.0.1,6.9.1,0.5,1,24,6,1286,282.52,1
awsm-team,65443,88,5,9,1,1,4,6.9.1,0,0,34,8,1249,407.58,1
preserve-editor-scroll-position,29009,92,9,14,8,0.125,3.2,3.9.40,0,0,2,1,126,5.72,0
ipanorama-360-virtual-tour-builder-lite,243179,90,31,9,1,1,4.6,6.8.3,0.5,1,555,21,5652,10850.39,1
storemapper,4991,100,1,8,1,1,4.4,6.8.3,0,0,31,13,658,670.12,0
wp-file-get-contents,13319,100,1,11,1,1,6,6.9.1,0,0,4,1,270,21.08,1
wp-s3-backups,7627,0,0,17,16,0.062,2.8,2.9.2,0,0,5,2,1155,63.69,0
auto-fill-form-fields,3177,0,0,9,8,0.125,3.0.1,4.7.31,0,0,3,1,28,4.32,0
wp-pipes,131080,86,37,12,1,1,6,6.8.3,0,0,467,250,62240,4536.55,1
groundhogg,306999,98,144,7,1,1,5.9,6.9.1,1,0,1425,519,115645,26476.42,1
acymailing-universal-filter,5520,0,0,5,1,1,False,6.9.1,0,0,3,2,586,33.96,0
generic-elements-for-elementor,9829,100,1,3,1,1,5.8,6.8.3,0,0,215,73,24879,9294.56,1
kantbtrue-about-me,6468,100,2,5,1,1,5,5.8.12,0,0,38,8,633,3034.33,0
media-categories-2,30021,68,7,14,13,0.077,3.3,3.5.2,0,0,10,2,381,205.13,0
canvas-image-resize,13104,92,10,10,1,1,3.3.2,6.9.1,0,0,6,1,297,110.49,0
tainacan,56695,100,12,7,1,1,6,6.9.1,0,0,2499,1808,249979,36417.33,1
opengraph,218648,86,13,15,1,1,2.3,6.9.1,0,0,3,1,832,43.29,1
chart-builder,287807,98,25,3,1,1,5,6.9.1,1,0,223,37,18318,6738.32,1
fix-email-return-path,1847,20,1,8,5,0.2,3.0.1,5.5.17,0,0,2,1,18,1.43,0
disable-deprecated-warnings,3278,80,1,13,13,0.077,3,3.4.2,0,0,2,1,27,1.97,0
fpw-category-thumbnails,48684,96,6,15,1,1,3.4,6.7.4,0,1,42,22,2816,537.56,1
smartarget-social-contact-us,4296,0,0,4,1,1,3.0.1,6.9.1,0,0,23,15,762,1956.25,0
wp-rest-api-authentication,488668,88,73,6,1,1,3.0.1,6.9.1,0,0,174,43,6983,3071.83,1
give-donation-modules-for-divi,9085,0,0,5,1,1,6.5,6.7.4,0,0,83,49,5074,511,1
lqthemes-companion,3976,0,0,7,7,0.143,4,4.9.28,0,0,129,89,15024,1910.2,0
wp-bottom-menu,212259,90,23,5,1,1,5,6.8.3,0,0,36,8,1705,2360.74,0
content-no-cache,8524,100,18,4,1,1,4.6,6.9.1,0,0,10,9,316,21.05,1
oxyplug-prefetch,5465,100,4,4,1,1,5.3,6.8.3,0,0,39,1,1178,294.03,0
zarehbin,2729,0,0,3,3,0.333,4.7,6.1.9,0,0,3,2,196,13.17,0
bus-booking-manager,18584,86,7,7,1,1,4.5,6.9.1,0,0,166,47,36629,6982.48,1
wp-job-manager-companies,157994,40,18,12,1,1,4.4,6.7.4,0,0,5,1,289,17.41,1
press-tube,3343,0,0,8,8,0.125,4.6,False,0,0,44,22,2342,327.37,0
ecommerce-product-catalog,1403611,94,268,12,1,1,3.7,6.9.1,1,0,673,380,47607,15488.89,1
posts-in-category-widget,18471,100,4,14,10,0.1,3.4,4.4.34,0,0,7,1,278,15.11,0
termin-kalender,17024,82,8,2,1,1,6,6.9.1,0,0,164,24,4399,2752.82,1
rest-api-helper,22460,100,1,9,4,0.25,4,5.3.20,0,0,7,1,1512,70.6,0
woo-product-table,410451,98,290,8,1,1,6.2,6.9.1,0,0,324,122,18682,6751.33,1
acf-image-aspect-ratio-crop,307504,96,26,7,1,1,4.9,6.8.3,0,0,25,2,2166,741.81,0
table-of-contents-block,90480,86,7,5,1,1,5.6,6.6.4,0,0,65,11,1235,9149.5,0
counter-box,46542,90,8,5,1,1,5.5,6.9.1,0,0,124,60,4205,1376.79,1
vikbooking,234037,96,60,7,1,1,4.7,6.9.1,0.67,1,1778,966,414760,29381.31,1
pdq-csv,1191,0,0,4,2,0.5,4.9.16,6.4.7,0,0,65,22,1509,265.4,1
unitydog,9221,100,7,12,12,0.083,3.3,3.5.2,0,0,8,1,94,24.44,0
yith-color-and-label-variations-for-woocommerce,377078,72,22,7,1,1,6.7,6.9.1,0,0,340,175,20965,4519.23,1
testimonial-slider,184266,84,69,12,1,1,4.2,6.9.1,0,0,123,19,4597,767.34,1
xml-rpc-modernization,6477,100,2,14,13,0.077,3.3,3.5.2,0,0,3,2,1922,80.48,0
mail-integration-365,59004,98,26,5,1,1,5.5.3,6.1.9,0,0,229,161,17957,1031.97,1
cue,162625,94,36,12,1,1,5.6,6.7.4,0,0,156,48,5498,5516.37,1
libro-de-reclamaciones-y-quejas,23408,76,10,5,1,1,6.8,6.8.3,0,0,317,209,57578,9971.02,1
spediex-for-theme,3890,0,0,3,3,0.333,4.9,5.9.12,0,0,49,45,10118,429.24,0
random-banner,118387,92,52,12,1,1,5.3,6.7.4,0,0,55,15,4158,1903.42,1
endless-posts-navigation,10570,100,3,12,1,1,3,6.9.1,0,0,18,5,3190,175.17,1
read-meter,111434,90,19,6,1,1,4.2,6.8.3,0,0,29,9,1935,151.13,0
baidu-submit-link,237175,52,5,9,1,1,6,6.5.7,0,0,55,17,5562,2435.93,1
appeto-woocommerce,12070,0,0,9,4,0.25,3.0.1,5.8.12,0,0,136,64,9997,5181.31,0
gallery-image-gallery-photo,8640,68,16,9,3,0.333,4.2,6.0.11,0,0,173,12,9161,5447.19,1
subscriptiondna,4207,100,3,12,1,1,3,6.9.1,0,0,5,2,311,69.11,1
contact-info,13097,0,0,14,3,0.333,2.0.2,5.9.12,0,0,19,11,370,21.94,0
switch-jq-version,4718,100,1,12,11,0.091,3,3.7.41,0,0,11,2,147,52.93,0
kingmailer-smtp,3042,0,0,5,1,1,3.3,6.8.3,0,1,12,7,1751,84.56,0
wsa-cachepurge,5423,100,1,6,1,1,3.5.0,6.9.1,0,0,23,9,1169,153.29,0
force-jquery-in-head,3306,100,1,5,1,1,4.4,6.7.4,0,0,2,1,15,1.49,0
wp-super-cache-clear-cache-menu,279094,62,11,11,1,1,3.0.1,6.9.1,0,0,5,1,50,12.31,0
am-quick-contact-box,5991,0,0,14,14,0.071,2.7.0,3.0.5,0,0,9,1,222,37,0
help-dialog,13978,100,6,3,1,1,5.4,6.9.1,0,0,172,68,26597,6753.83,0
simple-google-photos-grid,10663,90,2,8,1,1,4,6.8.3,0,0,7,5,373,19.42,1
smart-quotes,4605,100,1,14,12,0.083,2.9,3.6.1,0,0,6,1,167,21.85,0
bft-autoresponder,118117,94,34,16,1,1,5,6.8.3,0,0,47,40,3665,449.2,1
statsfc-live,7722,100,1,12,2,0.5,3.3,6.2.8,0,0,4,1,272,28.33,0
interactive-3d-flipbook-powered-physics-engine,2278181,96,178,9,1,1,4.3,6.9.1,0,1,261,20,1999,7647.04,1
woo-salesforce-plugin-crm-perks,19417,98,45,8,1,1,4.7,6.9.1,0,0,66,18,8357,1354.2,1
speedsize-ai-image-optimizer,10660,0,0,3,1,1,5,6.8.3,0,0,16,13,3036,160.46,1
coaching-staffs,6891,100,1,12,1,1,5.2,6.8.3,0,0,20,8,3530,503.39,1
shopkeeper-extender,164298,100,1,3,1,1,6,6.9.1,0,0,257,99,20685,2142.09,1
mk-post-and-page-excerpts-widgets,2922,0,0,12,4,0.25,5,5.7.14,0,0,5,3,434,23.52,0
jvm-rich-text-icons,39647,100,10,4,1,1,5.4,6.9.1,0,0,68,13,1680,4669.42,1
insert-code-lite,6197,100,2,11,7,0.143,3.9.2,5.0.24,0,0,16,11,635,42.58,0
engagebay-gravity-forms,6462,0,0,6,1,1,4,6.8.3,0,0,8,5,672,34.63,0
disable-wp-emoji-icons,3201,100,1,9,2,0.5,3.0.1,6.4.7,0,0,4,3,73,3.83,0
simple-notices,14662,70,4,14,10,0.1,3,4.4.34,0,0,16,6,207,853.21,0
karma-by-kadar,14703,94,40,8,7,0.143,3,5.0.24,0,0,32,12,923,255.46,0
modern-related-posts,9229,96,8,11,10,0.1,3.5,4.2.39,0,0,20,5,1421,162.32,0
simple-css-for-widgets,38991,100,1,13,8,0.125,3.0.1,3.5.2,0,0,4,1,110,21.66,0
remove-quick-edit,3997,100,1,15,11,0.091,3,4.0.38,0,0,2,1,18,1.7,0
insert-headers-and-footers-script,101240,100,8,6,1,1,5,6.9.1,0,0,146,70,15063,1211.09,1
weather-widget-by-calcatraz,9876,100,2,12,11,0.091,3.0.1,3.7.41,0,0,6,1,272,20.11,0
loginradius-for-wordpress,367281,22,36,14,5,0.2,3.5,5.5.17,0,0,200,47,8784,1379.16,0
user-login-stat,5259,0,0,14,5,0.2,3.2,5.4.18,0,0,3,1,164,25.75,0
hotline-phone-ring,58303,100,3,7,4,0.25,False,5.2.23,0,0,14,4,464,69.7,0
official-easymailing,3470,100,1,5,1,1,4.7.5,6.7.4,0,0,302,266,13595,2515.62,0
eu-cookie-law-wp-cookie-law,6496,0,0,13,13,0.077,2.8,3.3.2,0,0,15,1,204,244.07,0
several-images-slider-widget,5591,100,1,7,1,1,4.5,6.8.3,0,0,15,4,413,261.02,0
admin-locale,16074,100,3,15,13,0.077,2.9,3.4.2,0,0,4,1,156,66.97,0
yith-woocommerce-waiting-list,242848,64,26,10,1,1,6.7,6.9.1,0,1,354,203,24493,3825.55,1
wp-dashboard-cleaner,3708,100,1,8,2,0.5,3.0.1,6.4.7,0,0,31,12,716,168.96,0
block-for-woo-product-table,58078,66,4,5,1,1,6.1.0,6.7.4,0,0,81,5,628,4714.72,0
wp-our-team,4364,100,2,9,9,0.111,3,4.4.34,0,0,17,1,311,931.85,0
cb-disable-comment-url,5536,74,3,10,1,1,4.6,6.6.4,0,0,2,1,23,2.11,0
mybooktable,154898,76,42,12,1,1,4.5.0,6.9.1,0,3,399,68,8624,4353.5,1
payu-india,70447,100,1,5,1,1,5.3,6.8.3,0,0,45,17,4559,1844.63,1
markdown-for-wordpress-and-bbpress,13455,100,1,17,17,0.059,1.2,2.5.1,0,0,5,1,2432,90.41,0
sign-me-up,11415,90,6,11,10,0.1,4.0.1,4.4.34,0,0,10,3,198,68.29,0
wpkoi-templates-for-elementor,248495,92,17,7,1,1,4.9,6.9.1,0,0,284,27,12558,12604.11,1
ammu-demo-import,17261,0,0,3,1,1,4.7,6.8.3,0,0,48,7,650,44977.83,0
object-sync-for-salesforce,44688,100,13,8,1,1,6.5,6.9.1,0,0,1284,191,37733,72048.86,0
simple-site-verify,17541,100,1,8,1,1,4.6.0,6.6.4,0,0,3,2,235,11.46,1
magical-addons-for-elementor,250880,92,11,6,1,1,5,6.9.1,0,0,222,84,55123,8047.06,1
language-icons-flags-switcher,63325,98,20,12,3,0.333,3.3,5.8.12,0,0,101,3,356,229.57,1
tilt-social-share-widget,33225,0,0,14,13,0.077,3.3,3.3.2,0,0,6,1,357,145.05,0
hybrid-hook,15511,0,0,16,14,0.071,3.1,3.2.1,0,0,11,4,440,52.47,0
delink-comment-author,14756,0,0,18,3,0.333,5.7.2,6.0.11,0,0,2,1,82,3.79,0
wp-carousel,64092,0,0,16,14,0.071,3,3.3.2,0,0,251,51,8405,4042.5,0
online-succes,2392,0,0,6,2,0.5,3.0.1,6.2.8,0,0,3,1,283,49.83,0
wp-http-compression,60973,46,8,16,13,0.077,3.4.1,2.9.2,0,0,4,1,27,64.1,0
attach-files-widget,10743,100,5,12,11,0.091,3.5.1,4.0.38,0,0,21,2,300,319.78,0
reverse-order-comments,18845,100,1,18,13,0.077,1.5,3.4.2,0,0,6,5,185,13.4,0
wpit-gantt,9443,56,4,13,4,0.25,3.4,5.8.12,0,0,11,5,1191,58.75,0
discourage-search-engines-notifier,5928,100,4,9,1,1,3.5,6.8.3,0,0,3,1,43,37.51,0
menus,21780,100,6,15,9,0.111,3.7.1,4.6.30,0,0,5,1,515,169.77,0
wp-jcryption,2769,94,3,11,10,0.1,3.8.1,4.8.27,0,0,18,3,397,282.22,0
ga-code,3043,100,1,9,7,0.143,3.3,4.9.28,0,0,4,2,130,14.46,0
disable-autosave,6266,100,1,8,8,0.125,4,4.8.27,0,0,2,1,14,0.92,0
wdv-storefront-homepage-control,3645,100,1,6,5,0.2,5.0.0,5.5.17,0,0,3,1,237,29.58,0
delicious-recipes,288148,98,70,5,1,1,5.1,6.9.1,0,0,680,343,84363,22442.95,1
amin-chat-button,11754,100,1,2,1,1,3,6.9.1,0,0,4,1,541,80.56,1
ssl-insecure-content-fixer,2648924,96,221,13,1,1,4,6.9.1,0,0,23,12,1202,69.37,0
slick-carousel,3682,76,4,11,11,0.091,4.0.0,False,0,0,28,5,962,167.34,0
what-would-seth-godin-do,220719,96,10,17,1,1,6,6.9.1,0,0,8,5,455,26.62,1
ai-content,3979,100,2,3,1,1,4,6.7.4,0,0,117,32,6653,1308.68,1
10to8-online-booking,28675,100,3,10,1,1,2.5,6.3.7,0,0,3,1,39,5.34,1
default-featured-image,538159,98,67,13,1,1,6.2,6.9.1,0,1,10,5,377,25.22,0
advanced-export-for-wp-wpmu,52811,74,3,16,10,0.1,2.7,4.8.27,0,0,2,1,430,20.84,0
custom-tabindex-gravity-forms-add-on,5140,82,7,12,11,0.091,3.8,4.0.38,0,0,3,1,80,4.66,0
sakura-rs-wp-ssl,159234,0,0,8,6,0.167,4.7.0,5.3.20,0,0,12,8,810,293.87,0
material-dashboard,4843,0,0,2,1,1,5.2,6.8.3,0,0,370,196,45150,10487.53,1
php-code-widget,994031,94,61,17,3,0.333,2.8,5.9.12,0,0,2,1,58,5.73,0
seo-landing-page-generator,8893,80,4,7,1,1,4.9.0,7,0,0,1243,742,133433,10501.06,1
wc-cancel-order,132083,98,23,11,1,1,6.7,6.8.3,0,0,37,17,1542,230.3,0
link-sort,5815,0,0,17,13,0.077,2.1,3.5.2,0,0,4,1,322,17.5,0
travelfic-toolkit,23126,0,0,2,1,1,5.4,6.9.1,0,0,92,40,26024,5506.94,1
f4-simple-whitelabel,3595,100,1,6,1,1,5.2,6.9.1,0,0,8,5,504,18.2,0
bwp-polldaddy,13581,60,2,14,11,0.091,3,3.9.40,0,0,21,9,2014,202.41,0
featured-image-generator,66120,92,11,9,1,1,4.6,6.5.7,0,0,22,15,1161,89.27,1
copy-protection,4609,46,3,9,9,0.111,4.6,4.6.30,0,0,13,2,101,33.13,0
onlyoffice,5736,0,0,3,1,1,5.7,6.8.3,0,0,132,40,5340,648.41,1
q2w3-fixed-widget,2291748,94,261,13,2,0.5,5,6.2.8,0,0,9,3,519,154.74,0
pre-party-browser-hints,174465,100,28,9,2,0.5,4.4,6.3.7,0,0,49,23,3575,1719.73,1
wp-responsive-table,54213,96,13,7,5,0.2,4,5.6.16,0,0,39,18,1367,215.78,0
canto,14759,0,0,7,1,1,5,6.8.3,0,1,68,22,4136,8920.86,1
auto-youtube-importer,27256,74,7,4,1,1,4.8,6.9.1,1,0,143,130,17311,723.65,1
site-announcements,7600,90,4,8,7,0.143,4,5.1.21,0,0,23,14,852,87.96,0
shipink,5290,100,5,3,1,1,4.5.0,6.8.3,0,0,27,16,1402,86.11,0
greenpay-payment-gateway,11163,100,1,6,1,1,5.3,6.6.4,0,0,50,11,4158,1854.74,0
slotti-ajanvaraus,4396,0,0,7,1,1,4.6,6.7.4,0,0,2,1,38,3.06,1
dummy-text-generator,8038,100,2,8,1,1,3.3,6.7.4,0,0,4,1,34,146.4,0
easy-theme-and-plugin-upgrades,1436270,94,117,14,3,0.333,4.4,5.7.14,0,0,14,10,824,52.37,0
require-taxonomy-image-category-tag,2041,100,2,7,1,1,6,6.5.7,0,0,5,3,8705,389.12,1
very-simple-contact-form,698619,96,50,12,1,1,6,6.9.1,1,0,24,11,1704,138.06,1
advanced-currency-switcher,14851,70,4,6,1,1,4.2,6.9.1,0,1,14,8,1281,71.6,1
request-a-quote,95272,96,43,9,1,1,4.5,6.9.1,0,0,260,99,25414,2499.66,1
vimeography,346817,92,121,13,1,1,4.7,6.8.3,0,0,459,176,18210,8174.56,1
