slug,total_downloads,rating_user,num_reviewers,plugin_age_since_release,last_update_year,freq_update_per_year,wp_requires,wp_tested,support_response_rate,open_issues,num_files,num_php_files,loc,plugin_size_kb,vulnerable
read-more-excerpt-link,64368,100,6,9,1,1,2.9.0,6.9.1,0,0,2,1,143,14,1
easy-login-woocommerce,1106598,96,251,7,1,1,3.0.1,6.9.1,0,3,144,88,15389,4179.22,1
intelly-posts-footer-manager,5135,60,1,10,1,1,2.7,6.7.4,0,0,192,47,11756,3732.25,1
authldap,134942,100,19,15,1,1,2.5.0,6.8.3,0,0,59,43,2835,135.29,1
moloni,93754,96,6,6,1,1,4.6,6.7.4,0,0,228,120,12318,5759.58,1
wp-fade-in-text-news,30138,94,3,14,2,0.5,3.4,6.4.7,0,0,16,6,885,78.8,1
share-button,54139,94,27,16,1,1,4.8,6.8.3,0,0,115,58,10373,680.58,1
blur-text,3649,100,4,10,1,1,3.9,6.7.4,0,0,7,1,49,129.71,1
css-javascript-toolbox,535409,94,85,14,1,1,5,6.8.3,0,0,651,370,27278,4966.26,1
wp-zillow-review-slider,14893,100,9,7,1,1,3.0.1,6.9.1,0,0,62,24,5012,968.87,1
wpkoi-templates-for-elementor,248495,92,17,7,1,1,4.9,6.9.1,0,0,284,27,12558,12604.11,1
streamweasels-youtube-integration,22386,100,9,3,1,1,5,6.8.3,0,0,274,165,55883,4618.01,1
gm-woocommerce-quote-popup,31407,90,28,6,1,1,5.8,6.9.1,0,0,19,8,1392,1127.1,1
callrail-phone-call-tracking,357887,74,6,14,1,1,3,6.9.1,0,0,2,1,143,9.91,1
crm-perks-forms,39197,96,32,7,1,1,3.8,6.9.1,0,0,190,21,78996,6063.74,1
visitors-traffic-real-time-statistics,1829405,84,233,11,1,1,3.0.1,6.9.1,0,1,411,14,8062,5157.58,1
bp-better-messages,1615115,96,135,9,1,1,5.9.0,6.9.1,1,0,685,515,128210,17398.24,1
ketchup-shortcodes-pack,36158,0,0,11,1,1,3.5.1,6.7.4,0,0,3,1,178,25.79,1
postaffiliatepro,89062,92,23,15,1,1,3.0.0,6.8.3,0,0,92,36,11661,1375.88,1
wp-404-auto-redirect-to-similar-post,390903,98,113,8,1,1,4,6.8.3,0,0,14,10,2268,136.63,1
fediverse-embeds,3368,100,1,2,1,1,5,6.9.1,0,0,330,33,4680,11820.11,1
maximum-products-per-user-for-woocommerce,112670,92,42,6,1,1,4.4,6.9.1,0,0,96,72,15958,789.54,1
spider-elements,7444,100,2,1,1,1,5,6.9.1,0,0,460,209,66160,12186.13,1
zigaform-calculator-cost-estimation-form-builder-lite,49946,92,23,9,1,1,5,6.9.1,0,0,1765,445,68851,45863.83,1
leaflet-maps-marker,912347,92,245,14,1,1,3.3,6.9.1,0,0,264,29,21236,10406.02,1
emarksheet,80202,80,7,11,1,1,4.1,6.7.4,0,0,38,11,1105,987.73,1
wp-time-capsule,1460608,82,125,11,1,1,3.9.14,6.8.3,0,0,2225,1922,219315,30812.52,1
bruteguard,6538,100,2,8,3,0.333,4.4,5.9.12,0,0,14,5,635,33.01,1
cardgate,19596,70,4,8,1,1,4.4,6.9.1,0,0,87,59,6982,1509.03,1
dynamic-product-categories-design,6334,100,2,3,1,1,5,6.8.3,0,0,396,235,69215,6229.82,1
manager-for-icomoon,9567,100,5,6,1,1,4.7.4,6.8.3,0,0,43,16,1578,1299,1
razorpay-payment-button,39913,100,2,5,1,1,False,6.7.4,0,0,297,238,23183,2291.12,1
mega-forms,10496,100,11,5,1,1,5,6.8.3,0,0,364,302,43401,3374.38,1
zoho-flow,98934,100,13,5,1,1,4.4,6.8.3,0,1,247,116,45281,4657.53,1
simple-image-popup,22412,100,3,5,1,1,5.6,6.7.4,0,0,10,4,429,56.82,1
tax-switch-for-woocommerce,15099,100,22,1,1,1,5,6.9.1,0.67,1,95,44,3257,327.56,1
shopperapproved-reviews,2623,0,0,2,1,1,6.6,6.7.4,0,0,66,20,3122,1027.51,1
simple-share-buttons-adder,4288431,86,626,12,1,1,5.9,6.8.3,0,2,393,181,7625,2268.51,1
lock-your-updates,6641,100,5,11,10,0.1,3.8,4.1.42,0,0,22,4,1676,161.03,1
cf7-email-add-on,36641,92,9,7,1,1,6.6,6.8.3,0,0,131,17,2612,6153.12,1
jonradio-private-site,567961,90,79,13,1,1,4.4,6.9.1,0,0,407,83,20271,3716.37,1
flexible-elementor-panel,553526,98,74,8,1,1,5.9,6.9.1,0,0,38,9,1505,9512.39,1
shopbuilder,132300,92,12,3,1,1,5.5,6.9.1,0,0,955,477,98918,11147.06,1
canto,14759,0,0,7,1,1,5,6.8.3,0,1,68,22,4136,8920.86,1
easy-notify-lite,85059,66,18,11,1,1,3.3,6.9.1,0,0,206,16,4017,2328.78,1
wp-google-places-review-slider,1582548,98,359,8,1,1,3.0.1,6.9.1,0,0,296,176,60541,5938.34,1
wp-aparat,31562,82,9,9,1,1,4,6.7.4,0,0,25,6,607,99.52,1
wp-ultimate-exporter,454646,66,15,10,1,1,5,6.9.1,1,0,30,19,10531,957.36,1
ultimate-410,40777,88,8,5,1,1,5.1,6.6.4,0,0,33,30,1953,73.64,1
travelfic-toolkit,23126,0,0,2,1,1,5.4,6.9.1,0,0,92,40,26024,5506.94,1
premmerce-redirect-manager,15678,100,2,8,1,1,4.8,6.9.1,0,0,222,168,52900,3379.74,1
boom-fest,3034,0,0,2,1,1,4,6.9.1,0,0,111,18,1361,15728.51,1
pdq-csv,1191,0,0,4,2,0.5,4.9.16,6.4.7,0,0,65,22,1509,265.4,1
cookiehint-wp,68689,0,0,4,4,0.25,5.2,5.8.12,0,0,67,12,935,317.48,1
woo-checkout-regsiter-field-editor,105900,92,29,7,1,1,4.9,6.8.3,0,0,46,16,5312,981.22,1
where-did-they-go-from-here,43738,60,2,17,1,1,6.3,6.9.1,0,0,62,35,6515,330.4,1
buddyforms-acf,19682,66,4,9,1,1,4,6.9.1,0,0,53,11,933,604.4,1
wp-video-lightbox,1292885,86,67,13,1,1,3,6.8.3,0,0,77,4,987,1673.8,1
kama-spamblock,61909,100,17,11,1,1,5.7,6.6.4,0,0,5,4,250,11.19,1
yotpo-social-reviews-for-woocommerce,130108,90,190,12,1,1,3.5.1,6.7.4,0,1,33,22,2322,166.19,1
ali2woo-lite,204514,84,50,6,1,1,5.9,6.9.1,1,0,577,384,48258,20291.77,1
wp-wiki-tooltip,14853,96,18,10,1,1,3,6.8.3,0,0,58,9,1373,2110.16,1
media-library-helper,149523,98,55,5,1,1,4.8,6.8.3,0,0,34,26,2559,144.09,1
metronet-profile-picture,1022396,92,59,13,1,1,4.6,6.6.4,0,0,28,5,2567,739.63,1
porsline,7887,98,9,3,1,1,6.5,6.9.1,0,0,41,5,723,134.73,1
simplebooklet,12279,60,1,13,1,1,3,6.7.4,0,0,2,1,65,6.81,1
ultimate-maps-by-supsystic,300219,92,86,7,1,1,False,6.8.3,0,1,462,107,15775,6065.4,1
safe-redirect-manager,1916332,94,78,13,1,1,6.5,6.9.1,0,1,11,6,2134,94.74,1
wpmozo-addons-lite-for-elementor,3261,0,0,1,1,1,5.3,6.9.1,0,0,315,128,54201,5751.28,1
iamport-for-woocommerce,68772,100,4,10,1,1,4.6,6.9.1,0,0,55,33,7057,596.24,1
woocommerce-delivery-notes,1312502,92,119,14,1,1,4.4,6.9.0,0.21,11,603,383,176089,15901.9,1
favicon-rotator,289212,86,12,15,1,1,5.4,6.6.4,0,0,19,5,2292,133.46,1
market-exporter,46824,96,45,10,1,1,5.6,6.8.3,0,0,32,12,3185,2159.75,1
powerpack-addon-for-beaver-builder,237239,100,243,9,1,1,4.6,6.7.4,0,0,267,125,16504,2185.93,1
dollie,11571,100,3,5,1,1,6,6.7.4,0,0,1232,1194,148749,8569.51,1
wp24-domain-check,118688,86,32,6,1,1,5,6.9.1,1,0,22,11,8460,620.16,1
hot-random-image,49921,98,9,11,1,1,3.9,6.9.1,0,1,23,3,300,107.03,1
mpl-publisher,46243,98,42,10,1,1,5,6.9.1,0,0,1342,965,126376,17866.31,1
wp-responsive-tabs,8270,80,2,11,1,1,3.9,6.8.3,0,0,18,6,363,86.23,1
simple-urls,259297,60,44,15,1,1,5.1,6.8.3,0,0,723,590,61447,11591.32,1
depay-payments-for-woocommerce,50668,92,10,3,1,1,5.8,6.8.3,0,0,450,384,59383,12184.26,1
echo-knowledge-base,1129371,98,119,9,1,1,5.3,6.9.1,1,0,844,231,140289,36300.08,1
simple-facebook-plugin,334193,86,24,14,1,1,4,6.5.7,0,1,10,4,597,412.33,1
brands-for-woocommerce,158264,96,76,9,1,1,5,6.9.1,0,2,151,75,16402,2594.17,1
ruby-help-desk,1771,0,0,8,2,0.5,3.0.1,6.2.8,0,0,59,40,5075,366.46,1
list-children,6326,100,2,16,1,1,5.3,6.4.7,0,0,4,1,64,71.59,1
really-simple-google-tag-manager,26409,0,0,5,1,1,5,6.9.1,0,0,26,5,1325,201.3,1
otp-login,7864,86,3,5,1,1,6,6.8.3,0,0,13,8,659,67.38,1
print-google-cloud-print-gcp-woocommerce,77016,94,18,7,1,1,4.4,6.9.1,0,0,241,119,12611,10912.58,1
buddymeet,36634,94,14,6,1,1,4.6.0,6.8.3,0,0,19,10,1812,155.29,1
sign-up-sheets,63142,96,16,13,1,1,5.5,6.9.1,0,0,151,87,15752,2243.84,1
facturante,5884,20,3,5,1,1,4.0.1,False,0,0,75,54,4559,588.02,1
replace-image,119329,92,65,10,1,1,3.5,6.6.4,0,0,9,2,231,120.74,1
woocommerce-product-addon,1438778,90,277,10,1,1,3.5,6.9.1,1,0,336,142,34549,6057.73,1
custom-wp-rest-api,11531,100,6,7,1,1,3.0.1,6.8.3,0,0,78,32,2449,1412.61,1
advanced-currency-switcher,14851,70,4,6,1,1,4.2,6.9.1,0,1,14,8,1281,71.6,1
delicious-recipes,288148,98,70,5,1,1,5.1,6.9.1,0,0,680,343,84363,22442.95,1
multiple-pages-generator-by-porthas,129152,78,27,7,1,1,5.6,6.9.1,0,0,332,245,34515,3301.94,1
wiki-embed,15825,76,8,15,1,1,3,3.3.2,0,0,53,10,2348,577.02,1
very-simple-google-maps,44286,90,17,12,1,1,3.3,6.8.3,0,1,2,1,25,5.4,1
arconix-shortcodes,138345,92,24,14,1,1,4.3,6.8.3,0,1,88,12,3207,1932.75,1
brave-popup-builder,545750,96,206,6,1,1,5.2,6.9.1,0,0,154,86,11395,5903.34,1
prodigy-commerce,24425,74,6,6,1,1,4.6,6.9.1,0,0,525,321,116223,9137.2,1
5centscdn,2807,100,4,6,1,1,3.8,6.8.3,0,0,135,96,14099,876.51,1
robin-image-optimizer,2046189,88,124,7,1,1,5.6,6.9.1,1,0,514,339,52303,4070.99,1
site-reviews,3043363,98,366,9,1,1,6.7,6.9.1,0.92,2,1799,1337,192988,9087.34,1
sip-calculator,4290,0,0,3,1,1,5.5,6.8.3,0,0,12,4,643,494.43,1
turisbook-booking-system,2055,0,0,4,1,1,6.1,6.5.7,0,0,121,67,5018,1362.05,1
simple-cloudflare-turnstile,1567636,94,220,3,1,1,4.7,6.9.1,0.26,28,47,36,5093,328.28,1
wp-docs,60448,96,17,10,1,1,3.5,6.9.1,0,0,110,5,2989,4177.82,1
wc-gsheetconnector,61463,100,14,4,1,1,5.3,6.9.1,0,0,1631,1446,214883,11642.24,1
codup-read-only-admin,2930,100,2,7,3,0.333,4.4,5.9.12,0,0,8,5,321,13.86,1
storecontrl-wp-connection,3454,100,1,4,1,1,6.6.0,6.8.3,0,0,32,12,6341,1024.01,1
gs-projects,10476,100,5,9,1,1,4.3,6.9.1,0,0,141,70,10459,5608.22,1
like-box,1242342,84,88,11,1,1,2.9,6.9.1,0,0,69,7,1797,4425.72,1
giveasap,94951,92,20,9,1,1,4,6.9.0,0,0,529,269,77597,15249.45,1
woocommerce-for-japan,554133,66,21,11,1,1,6.7,6.9.1,0.29,5,724,489,58905,7287.73,1
hive-support,9288,100,2,3,1,1,6.5,6.9.1,0,0,311,75,10009,6964.26,1
taeggie-feed,2960,0,0,9,1,1,2.5,6.8.3,0,0,3,1,61,4.83,1
elex-request-a-quote,57187,94,23,5,1,1,3.0.1,6.9.1,0.5,1,242,96,14976,10652.96,1
woo-custom-cart-button,82264,92,27,6,1,1,6.5,6.8.3,0,0,108,25,3575,7922.97,1
freesoul-deactivate-plugins,404228,96,102,7,1,1,4.6,6.9.1,1,0,185,119,20546,1871.27,1
gallery-images-ape,161864,82,106,9,4,0.25,3.3,5.8.12,0,0,364,129,9329,5568.32,1
social-web-suite,64769,68,13,9,1,1,4.9.0,6.6.4,0,0,57,19,4824,672.94,1
memorialday,3107,0,0,5,1,1,4.6,6.9.1,0,0,5,2,96,18.63,1
multiple-location-google-map,13354,100,4,9,9,0.111,3.5,4.5.33,0,0,61,14,772,4405.56,1
reviewstap,1784,100,2,6,1,1,5.0.0,6.7.4,0,0,5,4,291,18.27,1
avalex,20889,100,2,6,1,1,4,6.9.1,0,0,8,4,1080,47.49,1
debug-log-config-tool,55818,100,20,4,1,1,5.6,6.8.3,0,0,50,20,3987,9058.75,1
send-emails-with-mandrill,250066,100,11,7,1,1,3,6.9.1,1,0,137,9,2928,3809.48,1
send-pdf-for-contact-form-7,358158,86,80,10,1,1,5.2,6.9.1,0,4,1226,524,103922,163139.91,1
woo-thank-you-page-nextmove-lite,427055,94,145,8,1,1,5,6.9.1,0,7,595,281,35731,5323.24,1
icalendrier,33044,100,5,11,1,1,3.5,6.6.4,0,0,28,4,3951,207.88,1
playlist-for-youtube,5078,0,0,10,1,1,3.5,6.9.1,0,0,269,201,253627,9013.44,1
marketer-addons,8782,0,0,11,11,0.091,3.6,3.7.41,0,0,3,1,545,20.75,1
variable-inspector,73352,100,5,3,1,1,4.8,6.9.2,0,1,51,15,1409,549.4,1
gallery-image-gallery-photo,8640,68,16,9,3,0.333,4.2,6.0.11,0,0,173,12,9161,5447.19,1
booking-and-rental-manager-for-woocommerce,59641,86,29,3,1,1,5.3,6.7.4,1,0,339,113,40964,19012.69,1
highlight,3427,100,1,5,1,1,4.6,6.7.4,0,0,166,13,2045,11905.34,1
immotoolbox-connect,3304,0,0,7,1,1,4.9,6.7.4,0,0,2796,1870,96629,4611.51,1
wp-cookies-enabler,2224,100,2,10,10,0.1,3.0.1,4.4.34,0,0,355,38,7598,5618.06,1
ticketsource-events,8498,20,1,7,1,1,4.0.0,6.9.1,0,0,4,2,104,28.6,1
woo-floating-cart-lite,438245,92,148,9,1,1,4.6,6.7.4,0,1,871,416,83712,11082.86,1
streamweasels-twitch-integration,50099,96,23,4,1,1,5,6.7.4,0,0,288,174,56816,4899.94,1
ht-slider-for-elementor,473343,76,12,6,1,1,5,6.9.1,0,0,54,16,9415,1087.92,1
ht-event,10903,0,0,7,1,1,5,6.9.1,0,0,426,97,26090,5194.34,1
custom-field-for-wp-job-manager,18274,68,5,6,1,1,5,6.9.1,0,0,29,14,1207,208.74,1
gs-dribbble-portfolio,5721,46,3,9,1,1,4.3,6.8.3,0,0,28,11,2766,1339.35,1
drag-and-drop-multiple-file-upload-contact-form-7,1227904,96,94,7,1,1,3.0.1,6.9.1,0.25,6,24,6,2324,232.02,1
convertkit,4160661,96,87,10,1,1,5.6,6.9.1,1,0,249,154,32928,1730.32,1
custom-field-template,1201500,80,24,17,1,1,2.1,6.9.1,0,1,116,1,4197,1086.73,1
shiftcontroller,123558,86,21,12,1,1,4.1,6.9.1,0,1,370,341,44845,1945.46,1
persian-woocommerce-sms,662759,90,115,12,1,1,5.8,6.8.3,0,4,262,227,35621,2549.87,1
zerobounce,11286,96,4,8,1,1,4.4,6.7.4,0,0,39,20,2783,1140.4,1
nicejob,15741,60,2,8,1,1,3.0.1,6.9.1,0,0,19,1,621,1916.22,1
bft-autoresponder,118117,94,34,16,1,1,5,6.8.3,0,0,47,40,3665,449.2,1
envo-extra,665168,0,0,3,1,1,4.9,6.9.1,0,1,661,215,51996,11094.65,1
video-embedder,67074,100,1,17,1,1,2.8,6.7.4,0,0,3,1,192,38.74,1
display-remote-posts-block,14854,0,0,5,1,1,5,6.9.1,0,0,7,3,975,61.94,1
video-conferencing-with-zoom-api,1471700,96,219,9,1,1,5.5.0,6.8.3,0,3,300,115,16744,19411.9,1
simple-gallery-with-filter,3104,100,3,5,1,1,4.6,6.8.3,0,0,11,1,678,62.37,1
pagebar,175423,74,3,19,3,0.333,5,6.0.11,0,0,31,11,1357,86.25,1
unlimited-blocks,51277,74,3,4,1,1,False,6.7.4,0,0,164,94,13458,8736.85,1
mfolio-lite,1297,0,0,5,1,1,6.5,6.9.1,0,0,39,20,5845,412.09,1
auto-youtube-importer,27256,74,7,4,1,1,4.8,6.9.1,1,0,143,130,17311,723.65,1
calais-auto-tagger,31382,100,1,17,10,0.1,2.7,4.2.39,0,0,9,2,149,31.19,1
cookie-bar,169695,98,22,9,1,1,3.8,6.8.3,0,0,9,2,291,136.4,1
mainwp-child-reports,1469791,86,6,10,1,1,6,6.9.1,0,0,197,59,21136,1487.75,1
html5-lyrics-karaoke-player,5617,60,2,13,4,0.25,3,5.7.14,0,0,141,18,1308,1033.53,1
wish-list-for-woocommerce,186073,98,52,9,1,1,6.1,6.9.1,0,0,186,88,15427,1764.66,1
gs-logo-slider,840970,96,246,10,1,1,4.3,6.9.1,1,0,94,47,8127,2135.65,1
request-a-quote,95272,96,43,9,1,1,4.5,6.9.1,0,0,260,99,25414,2499.66,1
logo-manager-for-enamad,80269,88,7,10,1,1,3,6.7.4,0,0,7,4,777,38.36,1
lgpd-framework,6065,0,0,5,2,0.5,4.7,6.2.8,0,0,276,211,11453,1943.99,1
acf-google-font-selector-field,19755,70,6,12,10,0.1,3.5,4.2.39,0,0,14,5,881,302.54,1
simple-basic-contact-form,300751,96,97,13,1,1,4.1,6.7.4,0,1,24,2,1290,398.85,1
mailchimp-subscribe-sm,449907,80,65,11,1,1,3.2,6.8.3,0,0,442,130,34902,9103.96,1
wip-woocarousel-lite,39550,100,1,9,1,1,3.5.0,6.8.3,0,0,32,6,690,402.2,1
embed-privacy,530244,98,26,7,1,1,5.9,6.9.1,1,0,134,52,9365,556.25,1
gift-message-for-woocommerce,9909,60,2,5,1,1,4.5,6.8.3,0,0,224,163,53953,3800.34,1
wp-responsive-slab-text,14229,100,5,11,1,1,2.5,6.7.4,0,0,4,1,62,9.05,1
wp-file-get-contents,13319,100,1,11,1,1,6,6.9.1,0,0,4,1,270,21.08,1
chative-live-chat-and-chatbot,3421,86,6,3,1,1,2.7,6.7.4,0,0,5,2,112,8.94,1
goftino,97930,74,6,7,1,1,3.6,6.8.3,0,0,6,2,255,72.38,1
mail-integration-365,59004,98,26,5,1,1,5.5.3,6.1.9,0,0,229,161,17957,1031.97,1
woo-multi-currency,1042019,86,226,9,1,1,6,6.9.1,0,6,172,70,13566,3574.57,1
juicer,268051,84,28,11,1,1,3,6.8.3,1,0,29,3,623,207.23,1
church-theme-content,160556,98,49,12,1,1,3.6,6.9.1,0,0,89,41,16336,1755.07,1
instantsearch-for-woocommerce,214594,92,169,11,1,1,3.3,6.9.1,0,0,51,15,5778,3300.65,1
frontend-dashboard,144640,98,134,8,1,1,5.8.3,6.8.3,0,1,276,184,25681,6927.5,1
sql-chart-builder,31809,78,21,10,1,1,5.0.0,6.7.4,0,0,18,5,1221,477.59,1
universam-demo,22668,78,12,8,1,1,5.7,6.8.3,0,0,3583,2686,527773,41381.3,1
slotti-ajanvaraus,4396,0,0,7,1,1,4.6,6.7.4,0,0,2,1,38,3.06,1
clearpay-gateway-for-woocommerce,66807,84,5,6,1,1,6.0.3,6.7.4,0,0,89,74,9640,401.99,1
nitropack,4669337,86,309,6,1,1,4.7,6.9.1,0,0,301,229,24093,2401.59,1
oss-aliyun,34312,96,5,5,1,1,4.6,6.9.1,0,0,367,296,52261,1968.12,1
small-package-quotes-wwe-edition,13160,100,1,9,1,1,6.4,6.9.1,0,1,71,47,10995,979.14,1
ipanorama-360-virtual-tour-builder-lite,243179,90,31,9,1,1,4.6,6.8.3,0.5,1,555,21,5652,10850.39,1
gdpr-compliance-cookie-consent,462712,54,10,6,1,1,4.6,6.5.7,0,0,113,71,13607,951.3,1
quick-adsense-reloaded,4441742,98,1087,10,1,1,5,6.9.1,1,0,589,462,66564,8166.79,1
enhanced-text-widget,848746,98,50,14,1,1,3.6,6.6.4,0,0,127,62,4644,664.62,1
transbank-webpay-plus-rest,175696,82,11,5,1,1,5.3,6.8.3,0,0,587,480,42832,5719.03,1
boldgrid-easy-seo,825768,60,3,8,1,1,4.4,6.9.1,0,0,119,77,5973,494.57,1
master-slider,3149137,92,501,11,1,1,5,6.8.3,0,1,276,48,9734,6759.13,1
lws-hide-login,180226,94,13,3,1,1,5,6.8.3,0,0,47,4,1040,315.93,1
dynamic-visibility-for-elementor,749641,92,87,7,1,1,5.2,6.9.1,0,0,132,52,11904,1172.24,1
smart-maintenance-mode,57500,64,15,11,1,1,3,6.8.3,0,0,40,3,780,314.36,1
no-bot-registration,35949,88,27,9,1,1,5.8,6.9.1,0,1,15,8,771,92.17,1
wordpress-database-reset,1492643,90,77,14,1,1,4.2,6.9.1,0,0,32,15,1314,259.47,1
connect-daily-web-calendar,30237,90,16,10,1,1,5,6.9.1,0,0,66,26,8129,1124.45,1
rccp-free,5164,0,0,6,1,1,6.3.0,6.8.3,0,0,1206,941,105259,12146.82,1
igumbi-online-booking,9655,100,1,12,1,1,3,6.8.3,0,0,9,2,339,90.58,1
addfreestats,53884,82,9,17,1,1,3.5.0,6.8.3,0,0,82,56,5345,392.36,1
social-testimonials-and-reviews-widget,71239,100,23,9,1,1,3.0.1,6.9.1,0,0,23,5,1228,1831.21,1
glossary-by-codeat,261369,94,82,10,1,1,6.2,6.9.1,0,2,1385,764,112864,15329.17,1
about-author,67395,88,5,10,1,1,False,6.9.1,0,0,65,14,2521,4665.61,1
real-estate-manager,41347,98,37,9,1,1,3.5,6.5.7,0,0,352,138,21759,12991.98,1
our-team-members,15407,86,3,8,1,1,5,6.9.1,0,0,294,69,5056,4307.27,1
audio-player-with-playlist-ultimate,33857,64,12,8,1,1,4,6.9.1,0,0,54,12,1486,724.41,1
restaurant-pickup-delivery-dine-in,3935,98,20,6,3,0.333,3.5,5.9.12,0,0,121,9,2624,672.95,1
wp-crowdfunding,157343,88,89,9,1,1,5.9,6.7.4,0,0,153,115,13564,1400.37,1
hide-category-by-user-role-for-woocommerce,5033,86,6,3,1,1,6.5,6.8.3,0,1,41,18,1572,680.98,1
bitspecter-suite,1427,0,0,1,1,1,5.8,6.7.4,0,0,8,5,260,11.31,1
tinymce-custom-styles,120418,78,15,9,1,1,5,6.5.7,0,0,7,1,665,322.22,1
colorlib-coming-soon-maintenance,273022,94,42,7,1,1,6,6.9.1,1,0,137,25,4116,6295.2,1
user-toolkit,3437,100,4,3,1,1,5.9.5,6.6.4,0,0,36,16,1690,841.99,1
webappick-pdf-invoice-for-woocommerce,357967,90,44,8,1,1,4.4,6.9.1,0,2,346,76,13747,5116.34,1
cf7-summary-and-print,13098,96,4,6,1,1,4.5,6.8.3,0,0,213,150,51962,3783.5,1
classic-addons-wpbakery-page-builder-addons,28925,100,1,4,1,1,3.5,6.9.1,0,0,144,72,5738,1047.71,1
wp-rest-api-authentication,488668,88,73,6,1,1,3.0.1,6.9.1,0,0,174,43,6983,3071.83,1
link-juice-keeper,267218,94,15,16,1,1,5.3.0,6.8.3,0,0,21,16,2075,97.98,1
quotes-llama,34717,92,29,10,1,1,4.2.2,6.8.3,0,0,58,35,9106,412.16,1
meks-easy-ads-widget,467700,82,14,12,1,1,3,6.6.4,0,0,11,4,380,34.93,1
molongui-authorship,571705,94,156,10,1,1,5.2,6.9.1,1,0,367,270,39018,6037.64,1
uix-shortcodes,42666,100,4,9,1,1,4.2,6.8.3,0,0,419,94,16710,9609.37,1
flipdish-ordering-system,13582,100,3,5,1,1,4.7,6.7.4,0,0,35,23,992,890.28,1
wp-ecards-invites,11827,88,26,10,1,1,3.0.1,6.9.1,0,0,34,25,1597,81.39,1
redirect-404-error-page-to-homepage-or-custom-page,287563,100,45,9,1,1,6,6.7.4,0,0,30,20,1506,141.72,1
mooberry-book-manager,173588,92,47,10,1,1,3.8.0,6.7.4,0,0,587,188,44232,5855.8,1
vk-filter-search,152068,100,3,5,1,1,5.7,6.9.1,0,0,95,19,3028,942.28,1
platformly-for-woocommerce,1624,0,0,5,1,1,4.9.13,6.8.3,0,0,29,18,2609,631.96,1
email-before-download,367881,86,44,15,1,1,False,False,0,0,26,20,1880,119.88,1
casso-tu-dong-xac-nhan-thanh-toan-chuyen-khoan-ngan-hang,8588,100,1,5,1,1,False,6.0.11,0,0,36,16,2467,332.47,1
simple-googlebot-visit,16739,96,16,5,1,1,3.0.1,6.8.3,0,0,22,11,615,131.06,1
page-loading-effects,45042,98,11,9,3,0.333,4.7,5.4.18,0,0,17,9,678,57.15,1
cm-invitation-codes,31861,76,8,13,1,1,5.4.0,6.9.1,0,0,183,83,12396,3257.53,1
mobile-banner,4459,100,3,6,1,1,6,6.9.1,0,0,12,3,354,45.37,1
woo-conditional-discount-rules-for-checkout,48712,80,13,6,1,1,5,6.8.3,0,0,297,176,61237,7239.26,1
lead-form-builder,832749,84,5,9,1,1,5.5,6.8.3,0,0,119,32,5170,2854.04,1
pin-generator,4674,20,1,4,1,1,6.0.0,6.8.0,0,0,31,10,760,138.34,1
automatically-hierarchic-categories-in-menu,29263,92,12,5,1,1,5.0.2,6.8.3,0,0,10,5,967,76.67,1
digital-license-manager,20178,94,30,4,1,1,4.7,6.9.1,0,1,510,374,106011,14874.25,1
jvm-rich-text-icons,39647,100,10,4,1,1,5.4,6.9.1,0,0,68,13,1680,4669.42,1
ultimate-blocks,2329112,98,722,8,1,1,5.8,6.9.1,0.33,2,590,317,85946,15649.1,1
blog-filter,331960,98,77,7,1,1,5,6.9.1,1,0,85,10,4597,8609.09,1
wp-job-manager-companies,157994,40,18,12,1,1,4.4,6.7.4,0,0,5,1,289,17.41,1
tutor,3850074,88,579,7,1,1,5.3,6.9.1,0.62,14,1210,678,110330,16486.85,1
download-plugin,907078,88,21,10,1,1,4.8,6.8.3,0,1,75,24,2646,2207.06,1
scss-wp-editor,10692,100,4,4,1,1,6,6.9.1,0,0,67,55,16731,592.57,1
xserver-typesquare-webfonts,1425930,0,0,8,1,1,5.2,6.9.1,0,0,17,11,1922,308.86,1
scroll-top,182503,90,13,12,2,0.5,5.6,6.4.7,0,0,126,45,8141,427.92,1
event-monster,74540,96,19,9,1,1,5.8,6.9.1,0,0,197,74,24614,5247.72,1
formlift,36771,92,12,9,1,1,4.9,6.7.4,0,0,76,44,7307,725.16,1
wp-whydonate,43270,96,43,7,1,1,4.6,6.8.3,0,0,74,28,1786,660.58,1
404-to-301,2073014,92,308,11,1,1,3.5,6.9.1,0,0,31,20,3185,178.19,1
qrmenu-lite,4288,20,1,2,1,1,4.6,6.8.3,0,0,477,84,17391,18626.45,1
sharethis-share-buttons,612247,70,26,8,1,1,5.5,6.8.3,0,0,42,19,3397,992.87,1
3dprint-lite,47975,96,37,10,1,1,3.5,6.9.1,0,0,207,30,6813,3012.67,1
header-footer-code,6156,70,2,7,1,1,3,6.8.3,0,0,12,3,177,482.03,1
wp-counter-up,30998,80,5,8,1,1,5.5,6.7.4,0,0,85,42,4871,1741.06,1
gestpay-for-woocommerce,43277,76,9,9,1,1,4.7,6.9.1,1,0,71,31,6814,728.67,1
gf-multi-uploader,4255,0,0,4,1,1,5,6.9.1,0,0,84,6,1768,413.98,1
gs-pinterest-portfolio,130758,96,47,9,1,1,4.3,6.9.1,0,0,68,41,5966,1961.94,1
simple-site-verify,17541,100,1,8,1,1,4.6.0,6.6.4,0,0,3,2,235,11.46,1
