slug,total_downloads,rating_user,num_reviewers,plugin_age_since_release,last_update_year,freq_update_per_year,wp_requires,wp_tested,support_response_rate,open_issues,num_files,num_php_files,loc,plugin_size_kb,vulnerable
remove-google-captcha-in-divi,1770,100,2,4,4,0.25,4.6,5.9.12,0,0,2,1,19,1.31,0
rgpd-fields-registration-form,1729,60,2,5,5,0.2,5.1,5.4.18,0,0,3,1,185,11.72,0
cocoonnoticeareascheduler,1718,0,0,5,5,0.2,4.9,5.6.16,0,0,9,4,980,36.54,0
disable-core-block-patterns,1695,100,1,5,5,0.2,FALSE,5.5.17,0,0,5,1,40,127.93,0
sepordeh-woocommerce,1663,0,0,4,1,1,4.5,6.8.3,0,0,9,5,458,34.5,0
tc-visitors-tracker,1629,0,0,7,7,0.143,4,5.0.24,0,0,351,10,6050,7069.33,0
mobile-address-bar-colorize,1512,0,0,6,3,0.333,5,6.1.9,0,0,2,1,111,6.49,0
do-you-want-cookies,1473,0,0,6,6,0.167,5.1,5.3.20,0,0,19,6,244,884.5,0
outgoing-mail-identity-editor,1449,100,1,6,6,0.167,3.0.1,5.3.20,0,0,2,1,93,4.94,0
pryc-wp-remove-languages-for-divi,1428,0,0,6,2,0.5,3.0.1,6.2.8,0,0,2,1,77,4.2,0
parse-markdown,1350,0,0,5,5,0.2,5.2,5.5.17,0,0,17,9,1888,71.55,0
search-wpml-algolia,1288,0,0,4,3,0.333,5,6.0.0,0,0,4,3,472,25.13,0
zilla-payment-gateway,1174,0,0,4,3,0.333,3.0.0,6.0.11,0,0,13,5,842,319.76,0
liquid-edge-login-page,1148,0,0,4,4,0.25,5.2,5.6.16,0,0,3,1,197,7.07,0
imager,1128,0,0,4,4,0.25,5.2,5.7.14,0,0,3,1,90,4.01,0
